marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
BMW,Série 3,Série 3 M3 E90 (2007-2013),M3,CHAÎNE,420,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 E90/E91/E92 (2005-2013),2.0,CHAÎNE,170-272,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.5 E90/E91/E92 (2005-2013),2.5,CHAÎNE,170-272,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 essence E90/E91/E92 (2005-2013),3.0 essence,CHAÎNE,170-272,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 E90/E91/E92 (2005-2013),2.0,CHAÎNE,143-245,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 diesel E90/E91/E92 (2005-2013),3.0 diesel,CHAÎNE,143-245,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 essence turbo E90/E92 (2007-2013),3.0 essence turbo,CHAÎNE,306-340,-,-,bmw,serie-3
BMW,Série 3,Série 3 1.5 F30/F31 (2012-2019),1.5,CHAÎNE,136-326,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 F30/F31 (2012-2019),2.0,CHAÎNE,136-326,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 essence F30/F31 (2012-2019),3.0 essence,CHAÎNE,136-326,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 F30/F31 (2012-2019),2.0,CHAÎNE,116-313,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 diesel F30/F31 (2012-2019),3.0 diesel,CHAÎNE,116-313,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 G20/G21 (2019-…),2.0,CHAÎNE,156-387,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 essence G20/G21 (2019-…),3.0 essence,CHAÎNE,156-387,-,-,bmw,serie-3
BMW,Série 3,Série 3 2.0 G20/G21 (2019-…),2.0,CHAÎNE,150-340,-,-,bmw,serie-3
BMW,Série 3,Série 3 3.0 diesel G20/G21 (2019-…),3.0 diesel,CHAÎNE,150-340,-,-,bmw,serie-3
BMW,Série 3,Série 3 M3 G20/G80 (2020-…),M3,CHAÎNE,480-510,-,-,bmw,serie-3
BMW,Série 4,Série 4 2.0 F32/F36 (2013-2020),2.0,CHAÎNE,184-326,-,-,bmw,serie-4
BMW,Série 4,Série 4 3.0 essence F32/F36 (2013-2020),3.0 essence,CHAÎNE,184-326,-,-,bmw,serie-4
BMW,Série 4,Série 4 2.0 F32/F36 (2013-2020),2.0,CHAÎNE,150-313,-,-,bmw,serie-4
BMW,Série 4,Série 4 3.0 diesel F32/F36 (2013-2020),3.0 diesel,CHAÎNE,150-313,-,-,bmw,serie-4
BMW,Série 4,Série 4 M4 F82 (2014-2020),M4,CHAÎNE,431-450,-,-,bmw,serie-4
BMW,Série 4,Série 4 2.0 G22/G26 (2020-…),2.0,CHAÎNE,184-374,-,-,bmw,serie-4
BMW,Série 4,Série 4 3.0 essence G22/G26 (2020-…),3.0 essence,CHAÎNE,184-374,-,-,bmw,serie-4
BMW,Série 4,Série 4 2.0 G22/G26 (2020-…),2.0,CHAÎNE,190-340,-,-,bmw,serie-4
BMW,Série 4,Série 4 3.0 diesel G22/G26 (2020-…),3.0 diesel,CHAÎNE,190-340,-,-,bmw,serie-4
BMW,Série 4,Série 4 M4 G82 (2021-…),M4,CHAÎNE,480-510,-,-,bmw,serie-4
BMW,Série 5,Série 5 2.2 E39 (2000-2003),2.2,CHAÎNE,170-231,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.5 E39 (2000-2003),2.5,CHAÎNE,170-231,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 essence E39 (2000-2003),3.0 essence,CHAÎNE,170-231,-,-,bmw,serie-5
BMW,Série 5,Série 5 4.4 V8 E39 (2000-2003),4.4 V8,CHAÎNE,286,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 diesel E39 (2000-2003),3.0 diesel,CHAÎNE,184-193,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.5 E60/E61 (2003-2010),2.5,CHAÎNE,177-272,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 essence E60/E61 (2003-2010),3.0 essence,CHAÎNE,177-272,-,-,bmw,serie-5
BMW,Série 5,Série 5 4.0 V10 E60/E61 (2003-2010),4.0 V10,CHAÎNE,507,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 biturbo essence E60/E61 (2005-2010),3.0 biturbo essence,CHAÎNE,306,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 E60/E61 (2005-2010),3.0,CHAÎNE,163-286,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 diesel E60/E61 (2005-2010),2.0 diesel,CHAÎNE,163-286,-,-,bmw,serie-5
BMW,Série 5,Série 5 M5 F10 (2011-2016),M5,CHAÎNE,560-600,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 F10/F11 (2010-2017),2.0,CHAÎNE,184-306,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 essence F10/F11 (2010-2017),3.0 essence,CHAÎNE,184-306,-,-,bmw,serie-5
BMW,Série 5,Série 5 4.4 V8 F10/F11 (2010-2017),4.4 V8,CHAÎNE,408-560,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 F10/F11 (2010-2017),2.0,CHAÎNE,143-313,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 diesel F10/F11 (2010-2017),3.0 diesel,CHAÎNE,143-313,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 G30/G31 (2017-2023),2.0,CHAÎNE,184-340,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 essence G30/G31 (2017-2023),3.0 essence,CHAÎNE,184-340,-,-,bmw,serie-5
BMW,Série 5,Série 5 4.4 V8 G30/G31 (2017-2023),4.4 V8,CHAÎNE,462-625,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 G30/G31 (2017-2023),2.0,CHAÎNE,150-340,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 diesel G30/G31 (2017-2023),3.0 diesel,CHAÎNE,150-340,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 G60 (2023-…),2.0,CHAÎNE,208-381,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 essence G60 (2023-…),3.0 essence,CHAÎNE,208-381,-,-,bmw,serie-5
BMW,Série 5,Série 5 2.0 G60 (2023-…),2.0,CHAÎNE,197-286,-,-,bmw,serie-5
BMW,Série 5,Série 5 3.0 diesel G60 (2023-…),3.0 diesel,CHAÎNE,197-286,-,-,bmw,serie-5
BMW,Série 6,Série 6 3.0 E63/E64 (2004-2010),3.0,CHAÎNE,258-367,-,-,bmw,serie-6
BMW,Série 6,Série 6 4.4 E63/E64 (2004-2010),4.4,CHAÎNE,258-367,-,-,bmw,serie-6
BMW,Série 6,Série 6 4.8 essence E63/E64 (2004-2010),4.8 essence,CHAÎNE,258-367,-,-,bmw,serie-6
BMW,Série 6,Série 6 M6 E63/E64 (2005-2010),M6,CHAÎNE,507,-,-,bmw,serie-6
BMW,Série 6,Série 6 3.0 F12/F13 (2011-2018),3.0,CHAÎNE,320-450,-,-,bmw,serie-6
BMW,Série 6,Série 6 4.4 essence F12/F13 (2011-2018),4.4 essence,CHAÎNE,320-450,-,-,bmw,serie-6
BMW,Série 6,Série 6 M6 F12/F13 (2012-2018),M6,CHAÎNE,560-600,-,-,bmw,serie-6
BMW,Série 7,Série 7 3.0 E65/E66 (2001-2008),3.0,CHAÎNE,231-445,-,-,bmw,serie-7
BMW,Série 7,Série 7 4.0 E65/E66 (2001-2008),4.0,CHAÎNE,231-445,-,-,bmw,serie-7
BMW,Série 7,Série 7 4.4 E65/E66 (2001-2008),4.4,CHAÎNE,231-445,-,-,bmw,serie-7
BMW,Série 7,Série 7 6.0 essence E65/E66 (2001-2008),6.0 essence,CHAÎNE,231-445,-,-,bmw,serie-7
BMW,Série 7,Série 7 3.0 F01/F02 (2008-2015),3.0,CHAÎNE,306-449,-,-,bmw,serie-7
BMW,Série 7,Série 7 4.4 essence F01/F02 (2008-2015),4.4 essence,CHAÎNE,306-449,-,-,bmw,serie-7
BMW,Série 7,Série 7 3.0 diesel F01/F02 (2008-2015),3.0 diesel,CHAÎNE,245-320,-,-,bmw,serie-7
BMW,Série 7,Série 7 3.0 G11/G12 (2015-2022),3.0,CHAÎNE,340-530,-,-,bmw,serie-7
BMW,Série 7,Série 7 4.4 essence G11/G12 (2015-2022),4.4 essence,CHAÎNE,340-530,-,-,bmw,serie-7
BMW,Série 7,Série 7 M760i G11/G12 (2016-2020),M760i,CHAÎNE,610-585,-,-,bmw,serie-7
BMW,Série 7,Série 7 740i G70 (2022-…),740i,CHAÎNE,380-544,-,-,bmw,serie-7
BMW,Série 7,Série 7 760i G70 (2022-…),760i,CHAÎNE,380-544,-,-,bmw,serie-7
BMW,Série 8,Série 8 3.0 G15 (2018-…),3.0,CHAÎNE,340-625,-,-,bmw,serie-8
BMW,Série 8,Série 8 4.4 essence G15 (2018-…),4.4 essence,CHAÎNE,340-625,-,-,bmw,serie-8
BMW,Série 8,Série 8 M8 G15 (2019-…),M8,CHAÎNE,600-625,-,-,bmw,serie-8
BMW,X1,X1 2.0 essence E84 (2009-2015),2.0 essence,CHAÎNE,150-184,-,-,bmw,x1
BMW,X1,X1 diesel E84 (2009-2015),diesel,CHAÎNE,150-184,-,-,bmw,x1
BMW,X1,X1 1.5 F48 (2015-2022),1.5,CHAÎNE,140-231,-,-,bmw,x1
BMW,X1,X1 2.0 essence F48 (2015-2022),2.0 essence,CHAÎNE,140-231,-,-,bmw,x1
BMW,X1,X1 1.5 F48 (2015-2022),1.5,CHAÎNE,116-190,-,-,bmw,x1
BMW,X1,X1 2.0 diesel F48 (2015-2022),2.0 diesel,CHAÎNE,116-190,-,-,bmw,x1
BMW,X1,X1 1.5 U11 (2022-…),1.5,CHAÎNE,136-218,-,-,bmw,x1
BMW,X1,X1 2.0 essence U11 (2022-…),2.0 essence,CHAÎNE,136-218,-,-,bmw,x1
BMW,X1,X1 diesel U11 (2022-…),diesel,CHAÎNE,136-218,-,-,bmw,x1
BMW,X2,X2 1.5 F39 (2018-2023),1.5,CHAÎNE,140-231,-,-,bmw,x2
BMW,X2,X2 2.0 essence F39 (2018-2023),2.0 essence,CHAÎNE,140-231,-,-,bmw,x2
BMW,X2,X2 diesel F39 (2018-2023),diesel,CHAÎNE,140-231,-,-,bmw,x2
BMW,X2,X2 1.5 U10 (2024-…),1.5,CHAÎNE,136-300,-,-,bmw,x2
BMW,X2,X2 2.0 essence U10 (2024-…),2.0 essence,CHAÎNE,136-300,-,-,bmw,x2
BMW,X2,X2 diesel U10 (2024-…),diesel,CHAÎNE,136-300,-,-,bmw,x2
BMW,X3,X3 2.0 E83 (2003-2010),2.0,CHAÎNE,150-272,-,-,bmw,x3
BMW,X3,X3 2.5 E83 (2003-2010),2.5,CHAÎNE,150-272,-,-,bmw,x3
BMW,X3,X3 3.0 essence E83 (2003-2010),3.0 essence,CHAÎNE,150-272,-,-,bmw,x3
BMW,X3,X3 2.0 E83 (2005-2010),2.0,CHAÎNE,150-286,-,-,bmw,x3
BMW,X3,X3 3.0 diesel E83 (2005-2010),3.0 diesel,CHAÎNE,150-286,-,-,bmw,x3
BMW,X3,X3 2.0 F25 (2010-2017),2.0,CHAÎNE,184-306,-,-,bmw,x3
BMW,X3,X3 3.0 essence F25 (2010-2017),3.0 essence,CHAÎNE,184-306,-,-,bmw,x3
BMW,X3,X3 2.0 F25 (2010-2017),2.0,CHAÎNE,143-313,-,-,bmw,x3
BMW,X3,X3 3.0 diesel F25 (2010-2017),3.0 diesel,CHAÎNE,143-313,-,-,bmw,x3
BMW,X3,X3 2.0 G01 (2017-…),2.0,CHAÎNE,184-387,-,-,bmw,x3
BMW,X3,X3 3.0 essence G01 (2017-…),3.0 essence,CHAÎNE,184-387,-,-,bmw,x3
BMW,X3,X3 2.0 G01 (2017-…),2.0,CHAÎNE,150-340,-,-,bmw,x3
BMW,X3,X3 3.0 diesel G01 (2017-…),3.0 diesel,CHAÎNE,150-340,-,-,bmw,x3
BMW,X3,X3 M G01 (2019-…),M,CHAÎNE,480-510,-,-,bmw,x3
BMW,X4,X4 2.0 F26 (2014-2018),2.0,CHAÎNE,184-306,-,-,bmw,x4
BMW,X4,X4 3.0 essence F26 (2014-2018),3.0 essence,CHAÎNE,184-306,-,-,bmw,x4
BMW,X4,X4 2.0 F26 (2014-2018),2.0,CHAÎNE,190-313,-,-,bmw,x4
BMW,X4,X4 3.0 diesel F26 (2014-2018),3.0 diesel,CHAÎNE,190-313,-,-,bmw,x4
BMW,X4,X4 2.0 G02 (2018-…),2.0,CHAÎNE,184-387,-,-,bmw,x4
BMW,X4,X4 3.0 essence G02 (2018-…),3.0 essence,CHAÎNE,184-387,-,-,bmw,x4
BMW,X4,X4 2.0 G02 (2018-…),2.0,CHAÎNE,190-340,-,-,bmw,x4
BMW,X4,X4 3.0 diesel G02 (2018-…),3.0 diesel,CHAÎNE,190-340,-,-,bmw,x4
BMW,X4,X4 M G02 (2019-…),M,CHAÎNE,480-510,-,-,bmw,x4
BMW,X5,X5 3.0 essence E53 (2000-2006),3.0 essence,CHAÎNE,231,-,-,bmw,x5
BMW,X5,X5 4.4 E53 (2002-2006),4.4,CHAÎNE,286-360,-,-,bmw,x5
BMW,X5,X5 4.6 E53 (2002-2006),4.6,CHAÎNE,286-360,-,-,bmw,x5
BMW,X5,X5 4.8 essence E53 (2002-2006),4.8 essence,CHAÎNE,286-360,-,-,bmw,x5
BMW,X5,X5 3.0 diesel E53 (2003-2006),3.0 diesel,CHAÎNE,218,-,-,bmw,x5
BMW,X5,X5 3.0 essence E70 (2006-2013),3.0 essence,CHAÎNE,272-306,-,-,bmw,x5
BMW,X5,X5 3.0 E70 (2007-2013),3.0,CHAÎNE,235-306,-,-,bmw,x5
BMW,X5,X5 4.0 diesel E70 (2007-2013),4.0 diesel,CHAÎNE,235-306,-,-,bmw,x5
BMW,X5,X5 M E70 (2009-2013),M,CHAÎNE,555,-,-,bmw,x5
BMW,X5,X5 2.0 F15 (2013-2018),2.0,CHAÎNE,245-306,-,-,bmw,x5
BMW,X5,X5 3.0 essence F15 (2013-2018),3.0 essence,CHAÎNE,245-306,-,-,bmw,x5
BMW,X5,X5 2.5 F15 (2013-2018),2.5,CHAÎNE,218-313,-,-,bmw,x5
BMW,X5,X5 3.0 diesel F15 (2013-2018),3.0 diesel,CHAÎNE,218-313,-,-,bmw,x5
BMW,X5,X5 M F15 (2015-2018),M,CHAÎNE,575,-,-,bmw,x5
BMW,X5,X5 M F95 (2020-…),M,CHAÎNE,600-625,-,-,bmw,x5
BMW,X5,X5 3.0 G05 (2018-…),3.0,CHAÎNE,340-625,-,-,bmw,x5
BMW,X5,X5 4.4 essence G05 (2018-…),4.4 essence,CHAÎNE,340-625,-,-,bmw,x5
BMW,X5,X5 3.0 diesel G05 (2019-…),3.0 diesel,CHAÎNE,265-400,-,-,bmw,x5
BMW,X6,X6 3.0 E71 (2008-2014),3.0,CHAÎNE,306-408,-,-,bmw,x6
BMW,X6,X6 4.4 essence E71 (2008-2014),4.4 essence,CHAÎNE,306-408,-,-,bmw,x6
BMW,X6,X6 M E71 (2009-2014),M,CHAÎNE,555,-,-,bmw,x6
BMW,X6,X6 3.0 F16 (2014-2019),3.0,CHAÎNE,306-450,-,-,bmw,x6
BMW,X6,X6 4.4 essence F16 (2014-2019),4.4 essence,CHAÎNE,306-450,-,-,bmw,x6
BMW,X6,X6 M F86 (2015-2019),M,CHAÎNE,575,-,-,bmw,x6
BMW,X6,X6 3.0 G06 (2019-…),3.0,CHAÎNE,340-625,-,-,bmw,x6
BMW,X6,X6 4.4 essence G06 (2019-…),4.4 essence,CHAÎNE,340-625,-,-,bmw,x6
BMW,X6,X6 3.0 diesel G06 (2020-…),3.0 diesel,CHAÎNE,265-340,-,-,bmw,x6
BMW,X7,X7 3.0 G07 (2019-…),3.0,CHAÎNE,340-530,-,-,bmw,x7
BMW,X7,X7 4.4 essence G07 (2019-…),4.4 essence,CHAÎNE,340-530,-,-,bmw,x7
BMW,X7,X7 3.0 diesel G07 (2019-…),3.0 diesel,CHAÎNE,265-352,-,-,bmw,x7
BMW,XM,XM 4.4 V8 hybride G09 (2022-…),4.4 V8 hybride,CHAÎNE,653-748,-,-,bmw,xm
BMW,Z4,Z4 2.2 E85/E86 (2002-2008),2.2,CHAÎNE,170-265,-,-,bmw,z4
BMW,Z4,Z4 2.5 E85/E86 (2002-2008),2.5,CHAÎNE,170-265,-,-,bmw,z4
BMW,Z4,Z4 3.0 essence E85/E86 (2002-2008),3.0 essence,CHAÎNE,170-265,-,-,bmw,z4
BMW,Z4,Z4 Z4M E85/E86 (2006-2008),Z4M,CHAÎNE,343,-,-,bmw,z4
BMW,Z4,Z4 2.0 E89 (2009-2016),2.0,CHAÎNE,184-306,-,-,bmw,z4
BMW,Z4,Z4 3.0 essence E89 (2009-2016),3.0 essence,CHAÎNE,184-306,-,-,bmw,z4
BMW,Z4,Z4 2.0 G29 (2018-…),2.0,CHAÎNE,197-340,-,-,bmw,z4
BMW,Z4,Z4 3.0 essence G29 (2018-…),3.0 essence,CHAÎNE,197-340,-,-,bmw,z4
Cadillac,ATS,ATS 3.6 V6 LFX 2012-2019,3.6 V6 LFX,CHAÎNE,312-335,-,-,cadillac,ats
Cadillac,CT6,CT6 2.0T 2016-,2.0T,CHAÎNE,Variable,-,-,cadillac,ct6
Cadillac,CTS,"CTS 2.0T, 3.6L V6 1ère gen 2003-2007, 2ème gen 2008-2013, 3ème gen 2013-2019","2.0T, 3.6L V6",CHAÎNE,200-335,-,-,cadillac,cts
Cadillac,XT4,XT4 2.0 AWD 2018-,2.0 AWD,CHAÎNE,Variable,-,-,cadillac,xt4
Cadillac,XT5,"XT5 2.0L 4 Cyl, 3.6L V6 2016-","2.0L 4 Cyl, 3.6L V6",CHAÎNE,Variable,-,-,cadillac,xt5
Cadillac,XT6,XT6 - 2019-,-,CHAÎNE,Variable,-,-,cadillac,xt6
Cadillac,XTS,XTS 3.6L V6 2012-2019,3.6L V6,CHAÎNE,Variable,-,-,cadillac,xts
Chevrolet,Cruze,Cruze 1.4L Turbo EcoTec 1ère gen (2008-2016),1.4L Turbo EcoTec,COURROIE,140,150 000 km,10 ans,chevrolet,cruze
Chevrolet,Cruze,Cruze 1.8L EcoTec 1ère gen (2008-2016),1.8L EcoTec,COURROIE,141,150 000 km,10 ans,chevrolet,cruze
Chevrolet,Equinox,Equinox 2.4L Ecotec 2e gen (2017-2023),2.4L Ecotec,CHAÎNE,182,-,-,chevrolet,equinox
Chevrolet,Malibu,Malibu 1.5L Turbo EcoTec 7e à 9e gen (2000-2022),1.5L Turbo EcoTec,CHAÎNE,160,-,-,chevrolet,malibu
Chevrolet,Malibu,Malibu 2.0L Turbo EcoTec 7e à 9e gen (2000-2022),2.0L Turbo EcoTec,CHAÎNE,250,-,-,chevrolet,malibu
Chevrolet,Trax,Trax 1.8L Turbo 1ère gen (2013-2021),1.8L Turbo,COURROIE,138,150 000 km,10 ans,chevrolet,trax
Chrysler,300,300 3.6L V6 Pentastar 2015-2023,3.6L V6 Pentastar,CHAÎNE,300,-,-,chrysler,300
Chrysler,300,300 5.7L V8 HEMI 2015-2023,5.7L V8 HEMI,CHAÎNE,372,-,-,chrysler,300
Chrysler,Pacifica,Pacifica 3.6L V6 Pentastar 2017-2025,3.6L V6 Pentastar,CHAÎNE,287,-,-,chrysler,pacifica
Chrysler,Pacifica Hybrid,Pacifica Hybrid 3.6L V6 Pentastar Hybrid 2017-2025,3.6L V6 Pentastar Hybrid,CHAÎNE,260,-,-,chrysler,pacifica-hybrid
Chrysler,Voyager,Voyager 3.6L V6 Pentastar 2020-2025,3.6L V6 Pentastar,CHAÎNE,287,-,-,chrysler,voyager
Citroën,Berlingo,Berlingo 1.6 VTi I/II (1996-2018),1.6 VTi,CHAÎNE,95-156,-,-,citroen,citroen-berlingo
Citroën,Berlingo,Berlingo THP I/II (1996-2018),THP,CHAÎNE,95-156,-,-,citroen,citroen-berlingo
Citroën,Berlingo,Berlingo 1.6 I/II (1996-2018),1.6,COURROIE,75-120,180000 km,-,citroen,citroen-berlingo
Citroën,Berlingo,Berlingo 2.0 HDi I/II (1996-2018),2.0 HDi,COURROIE,75-120,180000 km,-,citroen,citroen-berlingo
Citroën,Berlingo,Berlingo 1.5 BlueHDi III K9 (2018-…),1.5 BlueHDi,COURROIE,75-130,180000-210000 km,-,citroen,citroen-berlingo
Citroën,Berlingo,Berlingo 1.2 PureTech III K9 (2018-…),1.2 PureTech,COURROIE HUMIDE,110-130,100000-180000 km,-,citroen,citroen-berlingo
Citroën,C-Elysée,C-Elysée 1.6 VTi 2012-…,1.6 VTi,COURROIE,115,120000 km,10 ans,citroen,citroen-c-elysee
Citroën,C-Elysée,C-Elysée 1.6 HDi 2012-…,1.6 HDi,COURROIE,92-100,180000 km,-,citroen,citroen-c-elysee
Citroën,C-Elysée,C-Elysée 1.2 VTi 2012-…,1.2 VTi,COURROIE HUMIDE,72-110,100000-180000 km,-,citroen,citroen-c-elysee
Citroën,C-Elysée,C-Elysée PureTech 2012-…,PureTech,COURROIE HUMIDE,72-110,100000-180000 km,-,citroen,citroen-c-elysee
Citroën,C1,C1 1.0 VTi 68 (Toyota) I (2005-2014),1.0 VTi 68 (Toyota),CHAÎNE,68,-,-,citroen,citroen-c1
Citroën,C1,C1 1.4 HDi I (2005-2014),1.4 HDi,COURROIE,54-68,160000 km,10 ans,citroen,citroen-c1
Citroën,C1,C1 1.0 VTi 68 II (2014-2022),1.0 VTi 68,CHAÎNE,68-72,-,-,citroen,citroen-c1
Citroën,C1,C1 72 II (2014-2022),72,CHAÎNE,68-72,-,-,citroen,citroen-c1
Citroën,C1,C1 1.2 PureTech 82 II (2014-2022),1.2 PureTech 82,COURROIE HUMIDE,82,100000-180000 km,-,citroen,citroen-c1
Citroën,C2,C2 1.1 2003-2009,1.1,COURROIE,60-110,120000 km,-,citroen,citroen-c2
Citroën,C2,C2 1.4 2003-2009,1.4,COURROIE,60-110,-,10 ans,citroen,citroen-c2
Citroën,C2,C2 1.6 essence 2003-2009,1.6 essence,COURROIE,60-110,-,10 ans,citroen,citroen-c2
Citroën,C2,C2 1.4 2003-2009,1.4,COURROIE,68-110,160000-180000 km,-,citroen,citroen-c2
Citroën,C2,C2 1.6 HDi 2003-2009,1.6 HDi,COURROIE,68-110,160000-180000 km,-,citroen,citroen-c2
Citroën,C3,C3 1.1 I (2002-2009),1.1,COURROIE,60-110,120000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.4 I (2002-2009),1.4,COURROIE,60-110,-,10 ans,citroen,citroen-c3
Citroën,C3,C3 1.6 essence I (2002-2009),1.6 essence,COURROIE,60-110,-,10 ans,citroen,citroen-c3
Citroën,C3,C3 1.4 I (2002-2009),1.4,COURROIE,68-110,160000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.6 HDi I (2002-2009),1.6 HDi,COURROIE,68-110,160000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.6 VTi II (2009-2016),1.6 VTi,CHAÎNE,120-155,-,-,citroen,citroen-c3
Citroën,C3,C3 THP II (2009-2016),THP,CHAÎNE,120-155,-,-,citroen,citroen-c3
Citroën,C3,C3 1.6 HDi II (2009-2016),1.6 HDi,COURROIE,90-115,180000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.0 II (2009-2016),1.0,COURROIE HUMIDE,68-82,100000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.2 VTi II (2009-2016),1.2 VTi,COURROIE HUMIDE,68-82,100000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 PureTech II (2009-2016),PureTech,COURROIE HUMIDE,68-82,100000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.5 BlueHDi III (2016-…),1.5 BlueHDi,COURROIE,75-110,180000-210000 km,-,citroen,citroen-c3
Citroën,C3,C3 1.2 PureTech atmo III (2016-…),1.2 PureTech atmo,COURROIE HUMIDE,68-130,100000-180000 km,-,citroen,citroen-c3
Citroën,C3,C3 turbo III (2016-…),turbo,COURROIE HUMIDE,68-130,100000-180000 km,-,citroen,citroen-c3
Citroën,C3 Aircross,C3 Aircross 1.5 BlueHDi I (2017-2024),1.5 BlueHDi,COURROIE,100-120,180000-210000 km,-,citroen,citroen-c3-aircross
Citroën,C3 Aircross,C3 Aircross 1.2 PureTech I (2017-2024),1.2 PureTech,COURROIE HUMIDE,82-130,100000-180000 km,-,citroen,citroen-c3-aircross
Citroën,C3 Aircross,C3 Aircross 1.2 Hybrid II (2024-…),1.2 Hybrid,COURROIE HUMIDE,100-136,-,-,citroen,citroen-c3-aircross
Citroën,C3 Aircross,C3 Aircross 1.2 Turbo II (2024-…),1.2 Turbo,COURROIE HUMIDE,100-136,-,-,citroen,citroen-c3-aircross
Citroën,C4,C4 1.6 I (2004-2010),1.6,COURROIE,90-138,180000 km,-,citroen,citroen-c4
Citroën,C4,C4 2.0 HDi I (2004-2010),2.0 HDi,COURROIE,90-138,180000 km,-,citroen,citroen-c4
Citroën,C4,C4 1.4 I (2004-2010),1.4,COURROIE,90-180,120000 km,-,citroen,citroen-c4
Citroën,C4,C4 1.6 I (2004-2010),1.6,COURROIE,90-180,120000 km,-,citroen,citroen-c4
Citroën,C4,C4 2.0 essence I (2004-2010),2.0 essence,COURROIE,90-180,120000 km,-,citroen,citroen-c4
Citroën,C4,C4 1.6 VTi II (2010-2018),1.6 VTi,CHAÎNE,120-155,-,-,citroen,citroen-c4
Citroën,C4,C4 THP II (2010-2018),THP,CHAÎNE,120-155,-,-,citroen,citroen-c4
Citroën,C4,C4 1.6 II (2010-2018),1.6,COURROIE,92-150,180000 km,-,citroen,citroen-c4
Citroën,C4,C4 2.0 HDi II (2010-2018),2.0 HDi,COURROIE,92-150,180000 km,-,citroen,citroen-c4
Citroën,C4,C4 1.2 PureTech II (2010-2018),1.2 PureTech,COURROIE HUMIDE,82-130,100000-180000 km,-,citroen,citroen-c4
Citroën,C4,C4 1.2 PureTech III (2020-…),1.2 PureTech,COURROIE HUMIDE,100-155,-,-,citroen,citroen-c4
Citroën,C4 Cactus,C4 Cactus 1.6 2014-2020,1.6,COURROIE,100-120,180000-210000 km,-,citroen,citroen-c4-cactus
Citroën,C4 Cactus,C4 Cactus 1.5 BlueHDi 2014-2020,1.5 BlueHDi,COURROIE,100-120,180000-210000 km,-,citroen,citroen-c4-cactus
Citroën,C4 Cactus,C4 Cactus 1.2 PureTech 2014-2020,1.2 PureTech,COURROIE HUMIDE,75-130,100000-180000 km,-,citroen,citroen-c4-cactus
Citroën,C4X,C4X 1.2 PureTech 2022-…,1.2 PureTech,COURROIE HUMIDE,100-130,-,-,citroen,citroen-c4x
Citroën,C5,C5 1.8 I/II (2001-2008),1.8,COURROIE,116-210,120000 km,-,citroen,citroen-c5
Citroën,C5,C5 2.0 I/II (2001-2008),2.0,COURROIE,116-210,-,10 ans,citroen,citroen-c5
Citroën,C5,C5 2.2 I/II (2001-2008),2.2,COURROIE,116-210,-,10 ans,citroen,citroen-c5
Citroën,C5,C5 3.0 essence I/II (2001-2008),3.0 essence,COURROIE,116-210,-,10 ans,citroen,citroen-c5
Citroën,C5,C5 1.6 I/II (2001-2008),1.6,COURROIE,110-173,180000 km,-,citroen,citroen-c5
Citroën,C5,C5 2.0 I/II (2001-2008),2.0,COURROIE,110-173,180000 km,-,citroen,citroen-c5
Citroën,C5,C5 2.2 HDi I/II (2001-2008),2.2 HDi,COURROIE,110-173,180000 km,-,citroen,citroen-c5
