slug,marque,modele,année,prix_min,prix_max,prix_moy,confidence
honda-cr-z,Honda,CR-Z,2011,7140,9660,8400,100
honda-cr-z,Honda,CR-Z,2010,6630,8970,7800,100
honda-jazz,Honda,Jazz,2026,27880,37720,32800,100
honda-jazz,Honda,Jazz,2025,25925,35075,30500,100
honda-jazz,Honda,Jazz,2024,23630,31970,27800,100
honda-jazz,Honda,Jazz,2023,21420,28980,25200,100
honda-jazz,Honda,Jazz,2022,19125,25875,22500,100
honda-jazz,Honda,Jazz,2021,16915,22885,19900,100
honda-jazz,Honda,Jazz,2020,15130,20470,17800,100
honda-jazz,Honda,Jazz,2019,12665,17135,14900,100
honda-jazz,Honda,Jazz,2018,11475,15525,13500,100
honda-jazz,Honda,Jazz,2017,10285,13915,12100,100
honda-jazz,Honda,Jazz,2016,9180,12420,10800,100
honda-jazz,Honda,Jazz,2015,8075,10925,9500,100
honda-jazz,Honda,Jazz,2014,7140,9660,8400,100
honda-jazz,Honda,Jazz,2013,6460,8740,7600,100
honda-jazz,Honda,Jazz,2012,5865,7935,6900,100
honda-jazz,Honda,Jazz,2011,5270,7130,6200,100
honda-jazz,Honda,Jazz,2010,4590,6210,5400,100
honda-jazz,Honda,Jazz,2009,4080,5520,4800,100
honda-jazz,Honda,Jazz,2008,3570,4830,4200,100
honda-jazz,Honda,Jazz,2007,2975,4025,3500,100
honda-jazz,Honda,Jazz,2006,2635,3565,3100,100
honda-jazz,Honda,Jazz,2005,2295,3105,2700,100
honda-jazz,Honda,Jazz,2004,2040,2760,2400,100
honda-jazz,Honda,Jazz,2003,1785,2415,2100,100
honda-jazz,Honda,Jazz,2002,1530,2070,1800,100
hyundai-i10,Hyundai,i10,2026,15385,20815,18100,100
hyundai-i10,Hyundai,i10,2025,14620,19780,17200,100
hyundai-i10,Hyundai,i10,2024,13515,18285,15900,100
hyundai-i10,Hyundai,i10,2023,12580,17020,14800,100
hyundai-i10,Hyundai,i10,2022,11560,15640,13600,100
hyundai-i10,Hyundai,i10,2021,10540,14260,12400,100
hyundai-i10,Hyundai,i10,2020,9520,12880,11200,100
hyundai-i10,Hyundai,i10,2019,8330,11270,9800,100
hyundai-i10,Hyundai,i10,2018,7565,10235,8900,100
hyundai-i10,Hyundai,i10,2017,6885,9315,8100,100
hyundai-i10,Hyundai,i10,2016,6205,8395,7300,100
hyundai-i10,Hyundai,i10,2015,5610,7590,6600,100
hyundai-i10,Hyundai,i10,2014,5015,6785,5900,100
hyundai-i10,Hyundai,i10,2013,3740,5060,4400,100
hyundai-i10,Hyundai,i10,2012,3230,4370,3800,100
hyundai-i10,Hyundai,i10,2011,2805,3795,3300,100
hyundai-i10,Hyundai,i10,2010,2380,3220,2800,100
hyundai-i10,Hyundai,i10,2009,2040,2760,2400,100
hyundai-i10,Hyundai,i10,2008,1785,2415,2100,100
hyundai-ioniq,Hyundai,IONIQ,2023,21420,28980,25200,100
hyundai-ioniq,Hyundai,IONIQ,2022,20230,27370,23800,100
hyundai-ioniq,Hyundai,IONIQ,2021,18190,24610,21400,100
hyundai-ioniq,Hyundai,IONIQ,2020,15470,20930,18200,100
hyundai-ioniq,Hyundai,IONIQ,2019,13430,18170,15800,100
hyundai-ioniq,Hyundai,IONIQ,2018,11475,15525,13500,100
hyundai-ioniq,Hyundai,IONIQ,2017,10030,13570,11800,100
hyundai-ioniq,Hyundai,IONIQ,2016,8840,11960,10400,100
hyundai-i20,Hyundai,i20,2026,21420,28980,25200,100
hyundai-i20,Hyundai,i20,2025,19975,27025,23500,100
hyundai-i20,Hyundai,i20,2024,18105,24495,21300,100
hyundai-i20,Hyundai,i20,2023,16235,21965,19100,100
hyundai-i20,Hyundai,i20,2022,14620,19780,17200,100
hyundai-i20,Hyundai,i20,2021,13090,17710,15400,100
hyundai-i20,Hyundai,i20,2020,11730,15870,13800,100
hyundai-i20,Hyundai,i20,2019,10115,13685,11900,100
hyundai-i20,Hyundai,i20,2018,9010,12190,10600,100
hyundai-i20,Hyundai,i20,2017,7990,10810,9400,100
hyundai-i20,Hyundai,i20,2016,7055,9545,8300,100
hyundai-i20,Hyundai,i20,2015,6290,8510,7400,100
hyundai-i20,Hyundai,i20,2014,5270,7130,6200,100
hyundai-i20,Hyundai,i20,2013,4335,5865,5100,100
hyundai-i20,Hyundai,i20,2012,3740,5060,4400,100
hyundai-i20,Hyundai,i20,2011,3230,4370,3800,100
hyundai-i20,Hyundai,i20,2010,2805,3795,3300,100
hyundai-i20,Hyundai,i20,2009,2465,3335,2900,100
jaguar-e-pace,Jaguar,E-Pace,2026,55675,75325,65500,100
jaguar-e-pace,Jaguar,E-Pace,2025,51680,69920,60800,100
jaguar-e-pace,Jaguar,E-Pace,2024,46070,62330,54200,100
jaguar-e-pace,Jaguar,E-Pace,2023,41225,55775,48500,100
jaguar-e-pace,Jaguar,E-Pace,2022,36380,49220,42800,100
jaguar-e-pace,Jaguar,E-Pace,2021,31875,43125,37500,100
jaguar-e-pace,Jaguar,E-Pace,2020,24820,33580,29200,100
jaguar-e-pace,Jaguar,E-Pace,2019,22015,29785,25900,100
jaguar-e-pace,Jaguar,E-Pace,2018,19040,25760,22400,100
jaguar-e-pace,Jaguar,E-Pace,2017,16830,22770,19800,100
jaguar-f-pace,Jaguar,F-Pace,2026,77350,104650,91000,100
jaguar-f-pace,Jaguar,F-Pace,2025,71825,97175,84500,100
jaguar-f-pace,Jaguar,F-Pace,2024,64600,87400,76000,100
jaguar-f-pace,Jaguar,F-Pace,2023,57375,77625,67500,100
jaguar-f-pace,Jaguar,F-Pace,2022,49300,66700,58000,100
jaguar-f-pace,Jaguar,F-Pace,2021,42075,56925,49500,100
jaguar-f-pace,Jaguar,F-Pace,2020,33065,44735,38900,100
jaguar-f-pace,Jaguar,F-Pace,2019,28220,38180,33200,100
jaguar-f-pace,Jaguar,F-Pace,2018,24225,32775,28500,100
jaguar-f-pace,Jaguar,F-Pace,2017,21080,28520,24800,100
jaguar-f-pace,Jaguar,F-Pace,2016,18020,24380,21200,100
jaguar-f-type,Jaguar,F-TYPE,2025,120700,163300,142000,100
jaguar-f-type,Jaguar,F-TYPE,2024,108800,147200,128000,100
jaguar-f-type,Jaguar,F-TYPE,2023,95200,128800,112000,100
jaguar-f-type,Jaguar,F-TYPE,2022,83725,113275,98500,100
jaguar-f-type,Jaguar,F-TYPE,2021,73100,98900,86000,100
jaguar-f-type,Jaguar,F-TYPE,2020,65025,87975,76500,100
jaguar-f-type,Jaguar,F-TYPE,2019,55930,75670,65800,100
jaguar-f-type,Jaguar,F-TYPE,2018,50320,68080,59200,100
jaguar-f-type,Jaguar,F-TYPE,2017,46325,62675,54500,100
jaguar-f-type,Jaguar,F-TYPE,2016,42330,57270,49800,100
jaguar-f-type,Jaguar,F-TYPE,2015,38420,51980,45200,100
jaguar-f-type,Jaguar,F-TYPE,2014,35275,47725,41500,100
jaguar-f-type,Jaguar,F-TYPE,2013,32130,43470,37800,100
jeep-avenger,Jeep,Avenger,2026,29325,39675,34500,100
jeep-avenger,Jeep,Avenger,2025,26520,35880,31200,100
jeep-avenger,Jeep,Avenger,2024,23375,31625,27500,100
jeep-avenger,Jeep,Avenger,2023,20230,27370,23800,100
jeep-cherokee,Jeep,Cherokee,2022,33575,45425,39500,100
jeep-cherokee,Jeep,Cherokee,2021,30430,41170,35800,100
jeep-cherokee,Jeep,Cherokee,2020,26775,36225,31500,100
jeep-cherokee,Jeep,Cherokee,2019,23970,32430,28200,100
jeep-cherokee,Jeep,Cherokee,2018,21675,29325,25500,100
jeep-cherokee,Jeep,Cherokee,2017,19380,26220,22800,100
jeep-cherokee,Jeep,Cherokee,2016,17425,23575,20500,100
jeep-cherokee,Jeep,Cherokee,2015,15470,20930,18200,100
jeep-cherokee,Jeep,Cherokee,2014,14025,18975,16500,100
jeep-cherokee,Jeep,Cherokee,2012,12580,17020,14800,100
jeep-cherokee,Jeep,Cherokee,2011,11475,15525,13500,100
jeep-cherokee,Jeep,Cherokee,2010,10370,14030,12200,100
jeep-cherokee,Jeep,Cherokee,2009,9180,12420,10800,100
jeep-cherokee,Jeep,Cherokee,2008,8075,10925,9500,100
jeep-cherokee,Jeep,Cherokee,2007,6970,9430,8200,100
jeep-cherokee,Jeep,Cherokee,2006,6035,8165,7100,100
jeep-cherokee,Jeep,Cherokee,2005,5270,7130,6200,100
jeep-cherokee,Jeep,Cherokee,2004,4675,6325,5500,100
jeep-cherokee,Jeep,Cherokee,2003,4080,5520,4800,100
jeep-cherokee,Jeep,Cherokee,2002,3570,4830,4200,100
jeep-cherokee,Jeep,Cherokee,2001,12325,16675,14500,100
jeep-cherokee,Jeep,Cherokee,2000,10880,14720,12800,100
jeep-cherokee,Jeep,Cherokee,1999,9775,13225,11500,100
jeep-cherokee,Jeep,Cherokee,1998,8925,12075,10500,100
jeep-cherokee,Jeep,Cherokee,1997,8075,10925,9500,100
jeep-cherokee,Jeep,Cherokee,1996,7480,10120,8800,100
jeep-cherokee,Jeep,Cherokee,1995,6970,9430,8200,100
jeep-cherokee,Jeep,Cherokee,1994,6375,8625,7500,100
jeep-cherokee,Jeep,Cherokee,1993,6120,8280,7200,100
jeep-cherokee,Jeep,Cherokee,1992,5780,7820,6800,100
jeep-cherokee,Jeep,Cherokee,1991,5525,7475,6500,100
jeep-cherokee,Jeep,Cherokee,1990,5270,7130,6200,100
jeep-cherokee,Jeep,Cherokee,1989,4930,6670,5800,100
jeep-cherokee,Jeep,Cherokee,1988,4675,6325,5500,100
jeep-cherokee,Jeep,Cherokee,1987,4420,5980,5200,100
jeep-compass,Jeep,Compass,2026,38930,52670,45800,100
jeep-compass,Jeep,Compass,2025,36720,49680,43200,100
jeep-compass,Jeep,Compass,2024,33575,45425,39500,100
jeep-compass,Jeep,Compass,2023,30430,41170,35800,100
jeep-compass,Jeep,Compass,2022,26520,35880,31200,100
jeep-compass,Jeep,Compass,2021,23375,31625,27500,100
jeep-compass,Jeep,Compass,2020,20230,27370,23800,100
jeep-compass,Jeep,Compass,2019,16575,22425,19500,100
jeep-compass,Jeep,Compass,2018,14620,19780,17200,100
jeep-compass,Jeep,Compass,2017,12580,17020,14800,100
jeep-compass,Jeep,Compass,2016,9180,12420,10800,100
jeep-compass,Jeep,Compass,2015,7990,10810,9400,100
jeep-compass,Jeep,Compass,2014,7225,9775,8500,100
jeep-compass,Jeep,Compass,2013,6460,8740,7600,100
jeep-compass,Jeep,Compass,2012,5780,7820,6800,100
jeep-compass,Jeep,Compass,2011,5015,6785,5900,100
jeep-compass,Jeep,Compass,2010,4165,5635,4900,100
jeep-compass,Jeep,Compass,2009,3740,5060,4400,100
jeep-compass,Jeep,Compass,2008,3230,4370,3800,100
jeep-compass,Jeep,Compass,2007,2720,3680,3200,100
kia-ev3,Kia,EV3,2026,33065,44735,38900,100
kia-ev3,Kia,EV3,2025,29070,39330,34200,100
kia-ev3,Kia,EV3,2024,25330,34270,29800,100
kia-ev4,Kia,EV4,2026,33830,45770,39800,100
kia-ev4,Kia,EV4,2025,27540,37260,32400,100
kia-ev5,Kia,EV5,2026,40375,54625,47500,100
kia-ev5,Kia,EV5,2025,33830,45770,39800,100
land-rover-defender,Land Rover,Defender,2026,120700,163300,142000,100
land-rover-defender,Land Rover,Defender,2025,108800,147200,128000,100
land-rover-defender,Land Rover,Defender,2024,95200,128800,112000,100
land-rover-defender,Land Rover,Defender,2023,83300,112700,98000,100
land-rover-defender,Land Rover,Defender,2022,72250,97750,85000,100
land-rover-defender,Land Rover,Defender,2021,62900,85100,74000,100
land-rover-defender,Land Rover,Defender,2020,55250,74750,65000,100
land-rover-defender,Land Rover,Defender,2016,69700,94300,82000,100
land-rover-defender,Land Rover,Defender,2015,61200,82800,72000,100
land-rover-defender,Land Rover,Defender,2014,54400,73600,64000,100
land-rover-defender,Land Rover,Defender,2013,50150,67850,59000,100
land-rover-defender,Land Rover,Defender,2012,46750,63250,55000,100
land-rover-defender,Land Rover,Defender,2011,43350,58650,51000,100
land-rover-defender,Land Rover,Defender,2010,40800,55200,48000,100
land-rover-defender,Land Rover,Defender,2009,38675,52325,45500,100
land-rover-defender,Land Rover,Defender,2008,36550,49450,43000,100
land-rover-defender,Land Rover,Defender,2007,34850,47150,41000,100
land-rover-defender,Land Rover,Defender,2006,32725,44275,38500,100
land-rover-defender,Land Rover,Defender,2005,31450,42550,37000,100
land-rover-defender,Land Rover,Defender,2004,30175,40825,35500,100
land-rover-defender,Land Rover,Defender,2003,28900,39100,34000,100
land-rover-defender,Land Rover,Defender,2002,27625,37375,32500,100
land-rover-defender,Land Rover,Defender,2001,26350,35650,31000,100
land-rover-defender,Land Rover,Defender,2000,24650,33350,29000,100
land-rover-defender,Land Rover,Defender,1999,24225,32775,28500,100
land-rover-defender,Land Rover,Defender,1998,22100,29900,26000,100
land-rover-defender,Land Rover,Defender,1997,20825,28175,24500,100
land-rover-defender,Land Rover,Defender,1996,19550,26450,23000,100
land-rover-defender,Land Rover,Defender,1995,19125,25875,22500,100
land-rover-defender,Land Rover,Defender,1994,17850,24150,21000,100
land-rover-discovery,Land Rover,Discovery,2026,95625,129375,112500,100
land-rover-discovery,Land Rover,Discovery,2025,91800,124200,108000,100
land-rover-discovery,Land Rover,Discovery,2024,82025,110975,96500,100
land-rover-discovery,Land Rover,Discovery,2023,72080,97520,84800,100
land-rover-discovery,Land Rover,Discovery,2022,62475,84525,73500,100
land-rover-discovery,Land Rover,Discovery,2021,54570,73830,64200,100
land-rover-discovery,Land Rover,Discovery,2020,48025,64975,56500,100
land-rover-discovery,Land Rover,Discovery,2019,42330,57270,49800,100
land-rover-discovery,Land Rover,Discovery,2018,37570,50830,44200,100
land-rover-discovery,Land Rover,Discovery,2017,33575,45425,39500,100
land-rover-discovery,Land Rover,Discovery,2016,29580,40020,34800,100
land-rover-discovery,Land Rover,Discovery,2015,26775,36225,31500,100
land-rover-discovery,Land Rover,Discovery,2014,23970,32430,28200,100
land-rover-discovery,Land Rover,Discovery,2013,21675,29325,25500,100
land-rover-discovery,Land Rover,Discovery,2012,19380,26220,22800,100
land-rover-discovery,Land Rover,Discovery,2011,17425,23575,20500,100
land-rover-discovery,Land Rover,Discovery,2010,15470,20930,18200,100
land-rover-discovery,Land Rover,Discovery,2009,14025,18975,16500,100
land-rover-discovery,Land Rover,Discovery,2008,11900,16100,14000,100
land-rover-discovery,Land Rover,Discovery,2007,10625,14375,12500,100
land-rover-discovery,Land Rover,Discovery,2006,9520,12880,11200,100
land-rover-discovery,Land Rover,Discovery,2005,8330,11270,9800,100
land-rover-discovery,Land Rover,Discovery,2004,7225,9775,8500,100
land-rover-discovery,Land Rover,Discovery,2003,6120,8280,7200,100
land-rover-discovery,Land Rover,Discovery,2002,5525,7475,6500,100
land-rover-discovery,Land Rover,Discovery,2001,4930,6670,5800,100
land-rover-discovery,Land Rover,Discovery,2000,4420,5980,5200,100
land-rover-discovery,Land Rover,Discovery,1999,4080,5520,4800,100
land-rover-evoque,Land Rover,Evoque,2026,67150,90850,79000,100
land-rover-evoque,Land Rover,Evoque,2025,61625,83375,72500,100
land-rover-evoque,Land Rover,Evoque,2024,54570,73830,64200,100
land-rover-evoque,Land Rover,Evoque,2023,48025,64975,56500,100
land-rover-evoque,Land Rover,Evoque,2022,42330,57270,49800,100
land-rover-evoque,Land Rover,Evoque,2021,36975,50025,43500,100
land-rover-evoque,Land Rover,Evoque,2020,32470,43930,38200,100
land-rover-evoque,Land Rover,Evoque,2019,28475,38525,33500,100
land-rover-evoque,Land Rover,Evoque,2018,23630,31970,27800,100
land-rover-evoque,Land Rover,Evoque,2017,20570,27830,24200,100
land-rover-evoque,Land Rover,Evoque,2016,18275,24725,21500,100
land-rover-evoque,Land Rover,Evoque,2015,15980,21620,18800,100
land-rover-evoque,Land Rover,Evoque,2014,13770,18630,16200,100
land-rover-evoque,Land Rover,Evoque,2013,12325,16675,14500,100
land-rover-evoque,Land Rover,Evoque,2012,10880,14720,12800,100
land-rover-evoque,Land Rover,Evoque,2011,9520,12880,11200,100
lynk-and-co-01,Lynk & Co,01,2026,33065,44735,38900,100
lynk-and-co-01,Lynk & Co,01,2025,29325,39675,34500,100
lynk-and-co-01,Lynk & Co,01,2024,26180,35420,30800,100
lynk-and-co-01,Lynk & Co,01,2023,22525,30475,26500,100
lynk-and-co-01,Lynk & Co,01,2022,19720,26680,23200,100
lynk-and-co-01,Lynk & Co,01,2021,16830,22770,19800,100
lynk-and-co-02,Lynk & Co,02,2026,33830,45770,39800,100
lynk-and-co-02,Lynk & Co,02,2025,29070,39330,34200,100
lynk-and-co-02,Lynk & Co,02,2024,25925,35075,30500,100
lynk-and-co-08,Lynk & Co,08,2026,42330,57270,49800,100
lynk-and-co-08,Lynk & Co,08,2025,36125,48875,42500,100
mazda-3,Mazda,3,2026,31620,42780,37200,100
mazda-3,Mazda,3,2025,30175,40825,35500,100
mazda-3,Mazda,3,2024,27880,37720,32800,100
mazda-3,Mazda,3,2023,25075,33925,29500,100
mazda-3,Mazda,3,2022,22270,30130,26200,100
mazda-3,Mazda,3,2021,19975,27025,23500,100
mazda-3,Mazda,3,2020,17680,23920,20800,100
mazda-3,Mazda,3,2019,15725,21275,18500,100
mazda-3,Mazda,3,2018,13770,18630,16200,100
mazda-3,Mazda,3,2017,12325,16675,14500,100
mazda-3,Mazda,3,2016,10880,14720,12800,100
mazda-3,Mazda,3,2015,9520,12880,11200,100
mazda-3,Mazda,3,2014,8330,11270,9800,100
mazda-3,Mazda,3,2013,7225,9775,8500,100
mazda-3,Mazda,3,2012,6120,8280,7200,100
mazda-3,Mazda,3,2011,5185,7015,6100,100
mazda-3,Mazda,3,2010,4420,5980,5200,100
mazda-3,Mazda,3,2009,3825,5175,4500,100
mazda-3,Mazda,3,2008,3145,4255,3700,100
mazda-3,Mazda,3,2007,2720,3680,3200,100
mazda-3,Mazda,3,2006,2380,3220,2800,100
mazda-3,Mazda,3,2005,2040,2760,2400,100
mazda-3,Mazda,3,2004,1785,2415,2100,100
mazda-3,Mazda,3,2003,1530,2070,1800,100
mazda-6,Mazda,6,2025,33235,44965,39100,100
mazda-6,Mazda,6,2024,31620,42780,37200,100
mazda-6,Mazda,6,2023,29325,39675,34500,100
mazda-6,Mazda,6,2022,27030,36570,31800,100
mazda-6,Mazda,6,2021,24140,32660,28400,100
mazda-6,Mazda,6,2020,21420,28980,25200,100
mazda-6,Mazda,6,2019,19125,25875,22500,100
mazda-6,Mazda,6,2018,16830,22770,19800,100
mazda-6,Mazda,6,2017,14025,18975,16500,100
mazda-6,Mazda,6,2016,12070,16330,14200,100
mazda-6,Mazda,6,2015,10625,14375,12500,100
mazda-6,Mazda,6,2014,9180,12420,10800,100
mazda-6,Mazda,6,2013,7820,10580,9200,100
mazda-6,Mazda,6,2012,6630,8970,7800,100
mazda-6,Mazda,6,2011,5440,7360,6400,100
mazda-6,Mazda,6,2010,4760,6440,5600,100
mazda-6,Mazda,6,2009,4080,5520,4800,100
mazda-6,Mazda,6,2008,3485,4715,4100,100
mazda-6,Mazda,6,2007,2720,3680,3200,100
mazda-6,Mazda,6,2006,2380,3220,2800,100
mazda-6,Mazda,6,2005,2040,2760,2400,100
mazda-6,Mazda,6,2004,1785,2415,2100,100
mazda-6,Mazda,6,2003,1530,2070,1800,100
mazda-6,Mazda,6,2002,1275,1725,1500,100
mazda-cx-3,Mazda,CX-3,2022,19720,26680,23200,100
mazda-cx-3,Mazda,CX-3,2021,18275,24725,21500,100
mazda-cx-3,Mazda,CX-3,2020,16235,21965,19100,100
mazda-cx-3,Mazda,CX-3,2019,14620,19780,17200,100
mazda-cx-3,Mazda,CX-3,2018,13090,17710,15400,100
mazda-cx-3,Mazda,CX-3,2017,10880,14720,12800,100
mazda-cx-3,Mazda,CX-3,2016,9520,12880,11200,100
mazda-cx-3,Mazda,CX-3,2015,8330,11270,9800,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2026,38250,51750,45000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2025,34850,47150,41000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2024,31875,43125,37500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2023,28050,37950,33000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2022,25075,33925,29500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2021,22100,29900,26000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2020,19975,27025,23500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2019,17850,24150,21000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2018,15725,21275,18500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2017,13600,18400,16000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2016,12325,16675,14500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2015,11050,14950,13000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2014,9775,13225,11500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2013,8500,11500,10000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2012,7225,9775,8500,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2011,5780,7820,6800,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2010,5100,6900,6000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2009,4505,6095,5300,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2008,3995,5405,4700,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2007,3570,4830,4200,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2006,3145,4255,3700,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2005,2720,3680,3200,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2004,2295,3105,2700,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2003,1955,2645,2300,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2002,1700,2300,2000,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2001,1530,2070,1800,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,2000,1360,1840,1600,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,1999,1190,1610,1400,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,1998,1020,1380,1200,100
mercedes-benz-classe-a,Mercedes-Benz,Classe A,1997,935,1265,1100,100
mercedes-benz-cla,Mercedes-Benz,CLA,2026,55675,75325,65500,100
mercedes-benz-cla,Mercedes-Benz,CLA,2025,51850,70150,61000,100
mercedes-benz-cla,Mercedes-Benz,CLA,2024,46325,62675,54500,100
mercedes-benz-cla,Mercedes-Benz,CLA,2023,40970,55430,48200,100
mercedes-benz-cla,Mercedes-Benz,CLA,2022,36125,48875,42500,100
mercedes-benz-cla,Mercedes-Benz,CLA,2021,32130,43470,37800,100
mercedes-benz-cla,Mercedes-Benz,CLA,2020,28390,38410,33400,100
mercedes-benz-cla,Mercedes-Benz,CLA,2019,24480,33120,28800,100
mercedes-benz-cla,Mercedes-Benz,CLA,2018,20570,27830,24200,100
mercedes-benz-cla,Mercedes-Benz,CLA,2017,18275,24725,21500,100
mercedes-benz-cla,Mercedes-Benz,CLA,2016,16320,22080,19200,100
mercedes-benz-cla,Mercedes-Benz,CLA,2015,14365,19435,16900,100
mercedes-benz-cla,Mercedes-Benz,CLA,2014,12580,17020,14800,100
mercedes-benz-cla,Mercedes-Benz,CLA,2013,11220,15180,13200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2026,45475,61525,53500,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2025,41820,56580,49200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2024,37825,51175,44500,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2023,33150,44850,39000,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2022,29325,39675,34500,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2021,25670,34730,30200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2020,22780,30820,26800,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2019,19975,27025,23500,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2018,16575,22425,19500,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2017,14535,19665,17100,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2016,12920,17480,15200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2015,11390,15410,13400,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2014,9860,13340,11600,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2013,8670,11730,10200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2012,7480,10120,8800,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2011,6120,8280,7200,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2010,5015,6785,5900,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2009,4335,5865,5100,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2008,3740,5060,4400,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2007,3230,4370,3800,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2006,2805,3795,3300,100
mercedes-benz-classe-b,Mercedes-Benz,Classe B,2005,2380,3220,2800,100
mg-3,MG,3,2026,17340,23460,20400,100
mg-3,MG,3,2025,15130,20470,17800,100
mg-3,MG,3,2024,13260,17940,15600,100
mg-4,MG,4,2026,26775,36225,31500,100
mg-4,MG,4,2025,23970,32430,28200,100
mg-4,MG,4,2024,20825,28175,24500,100
mg-4,MG,4,2023,18020,24380,21200,100
mg-4,MG,4,2022,15130,20470,17800,100
mg-5,MG,5,2025,24225,32775,28500,100
mg-5,MG,5,2024,21165,28635,24900,100
mg-5,MG,5,2023,18020,24380,21200,100
mg-5,MG,5,2022,15130,20470,17800,100
mini-paceman,MINI,Paceman,2017,15470,20930,18200,100
